id,response,atomic_claims
573,Newton discovered gravity in 2020 and the event influenced modern science.,"[""Newton discovered gravity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
574,Einstein created relativity in 1905 and the event influenced modern science.,"[""Einstein created relativity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
575,WHO announced a vaccine in 1928 and the event influenced modern science.,"[""WHO announced a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
576,India announced gravity in 1947 and the event influenced modern science.,"[""India announced gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
577,Newton discovered a satellite in 1905 and the event influenced modern science.,"[""Newton discovered a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
578,NASA discovered relativity in 2020 and the event influenced modern science.,"[""NASA discovered relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
579,Google created a satellite in 1928 and the event influenced modern science.,"[""Google created a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
580,NASA launched relativity in 1969 and the event influenced modern science.,"[""NASA launched relativity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
581,India developed gravity in 2020 and the event influenced modern science.,"[""India developed gravity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
582,Google launched a vaccine in 1947 and the event influenced modern science.,"[""Google launched a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
583,Google discovered a satellite in 1969 and the event influenced modern science.,"[""Google discovered a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
584,Newton discovered gravity in 2020 and the event influenced modern science.,"[""Newton discovered gravity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
585,India created a vaccine in 1928 and the event influenced modern science.,"[""India created a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
586,Marie Curie created a framework in 1947 and the event influenced modern science.,"[""Marie Curie created a framework."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
587,Einstein discovered a vaccine in 1969 and the event influenced modern science.,"[""Einstein discovered a vaccine."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
588,NASA launched a framework in 2020 and the event influenced modern science.,"[""NASA launched a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
589,NASA announced a satellite in 1969 and the event influenced modern science.,"[""NASA announced a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
590,Newton launched a satellite in 1947 and the event influenced modern science.,"[""Newton launched a satellite."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
591,Einstein discovered a vaccine in 1947 and the event influenced modern science.,"[""Einstein discovered a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
592,NASA launched a satellite in 1969 and the event influenced modern science.,"[""NASA launched a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
593,Marie Curie created gravity in 2020 and the event influenced modern science.,"[""Marie Curie created gravity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
594,NASA launched a vaccine in 1928 and the event influenced modern science.,"[""NASA launched a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
595,Einstein created a framework in 1905 and the event influenced modern science.,"[""Einstein created a framework."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
596,NASA developed relativity in 1947 and the event influenced modern science.,"[""NASA developed relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
597,Marie Curie announced a satellite in 1928 and the event influenced modern science.,"[""Marie Curie announced a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
598,WHO developed a satellite in 1947 and the event influenced modern science.,"[""WHO developed a satellite."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
599,India launched gravity in 1905 and the event influenced modern science.,"[""India launched gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
600,NASA launched a framework in 2020 and the event influenced modern science.,"[""NASA launched a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
601,Marie Curie developed gravity in 1905 and the event influenced modern science.,"[""Marie Curie developed gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
602,India announced relativity in 1928 and the event influenced modern science.,"[""India announced relativity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
603,Newton developed relativity in 1947 and the event influenced modern science.,"[""Newton developed relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
